carat,cut,color,clarity,depth,table,x,y,z,price_predicted
2.17,Premium,H,SI1,59.9,61.0,8.39,8.38,5.02,14803.569389000415
1.37,Ideal,H,VS1,63.8,56.0,7.01,6.98,4.46,8173.734102998495
0.3,Very Good,F,VVS1,61.0,57.0,4.33,4.36,2.65,140.56289484114632
1.06,Premium,D,SI2,61.6,61.0,6.59,6.53,4.04,5990.89454553392
0.32,Ideal,E,VVS1,60.9,57.0,4.42,4.45,2.7,306.56894648655407
0.32,Premium,G,VS2,61.0,59.0,4.42,4.46,2.71,296.1621666721744
0.2,Premium,D,VS2,61.7,60.0,3.77,3.72,2.31,-710.2809230146513
0.7,Ideal,H,VS2,61.1,57.0,5.71,5.74,3.5,3242.1415516473207
0.53,Ideal,E,VS1,61.5,57.0,5.22,5.25,3.22,1877.920621826066
0.71,Ideal,I,VVS1,62.4,55.0,5.69,5.76,3.57,3184.6530499758965
1.16,Ideal,G,VVS1,61.9,55.0,6.75,6.78,4.19,6737.670565245918
1.01,Premium,E,SI1,59.2,60.0,6.56,6.51,3.87,5851.659081501468
0.4,Ideal,G,VVS2,62.6,53.0,4.72,4.77,2.97,752.0507769662072
1.51,Good,F,SI2,62.9,55.0,7.22,7.28,4.56,9356.590024145105
1.04,Very Good,I,SI2,61.6,58.0,6.47,6.58,4.02,5835.295273702892
0.37,Ideal,I,SI1,60.7,60.0,4.6,4.62,2.8,716.3806856928823
0.37,Premium,F,VS2,60.5,59.0,4.62,4.67,2.81,737.1942453216425
0.64,Good,H,VS1,61.8,60.3,5.47,5.53,3.4,2702.4962774535798
2.01,Very Good,I,SI1,60.8,60.0,8.12,8.15,4.95,13465.114196022774
1.29,Ideal,G,VS2,62.5,57.0,6.89,6.92,4.35,7686.6251532613205
1.01,Very Good,G,VVS2,63.4,55.0,6.41,6.34,4.04,5414.574329297514
2.01,Premium,H,SI1,62.7,59.0,8.08,8.03,5.05,13267.385379549554
0.51,Very Good,J,SI1,63.3,56.0,5.12,5.02,3.21,1534.9993133362009
0.53,Very Good,E,VS2,63.5,59.0,5.17,5.13,3.27,1669.7850255384683
1.01,Very Good,G,VS2,63.0,56.0,6.35,6.41,4.02,5456.201448555033
0.31,Premium,E,VVS1,62.0,59.0,4.34,4.3,2.68,114.29473261286194
0.36,Ideal,G,VVS1,60.0,56.0,4.66,4.69,2.81,711.4285084780281
0.31,Premium,H,VS1,61.4,61.0,4.36,4.33,2.67,176.7354114991408
0.77,Premium,G,VVS2,60.8,59.0,5.96,5.92,3.61,3817.959342499058
1.5,Premium,H,SI1,61.0,60.0,7.33,7.27,4.45,9476.519204702809
0.45,Very Good,E,SI2,63.2,54.0,4.94,4.82,3.09,1078.6082776574972
0.57,Ideal,F,SI2,62.2,53.0,5.34,5.4,3.34,2116.271706787462
1.01,Good,I,SI2,61.8,62.0,6.28,6.35,3.9,5581.082806327592
0.71,Fair,G,SI2,65.6,61.0,5.46,5.37,3.55,2851.636095915741
0.72,Ideal,H,SI2,61.8,55.0,5.79,5.76,3.57,3324.8933647776903
0.55,Ideal,H,IF,61.9,56.0,5.26,5.34,3.26,1991.8927743995746
1.01,Good,F,SI1,63.5,59.0,6.3,6.39,4.03,5404.167549483133
0.32,Premium,H,VS1,61.6,59.0,4.37,4.39,2.7,233.72148778589462
0.94,Premium,E,SI2,62.4,58.0,6.33,6.26,3.93,4974.044676032715
1.13,Ideal,F,VS1,60.9,57.0,6.73,6.76,4.11,6608.339455643175
0.6,Good,E,VS1,58.1,63.0,5.53,5.63,3.24,2776.3485869235783
1.01,Ideal,D,SI1,61.2,57.0,6.44,6.47,3.95,5643.52348521387
0.52,Very Good,I,VVS2,61.9,56.0,5.16,5.18,3.2,1758.4938666530325
0.3,Ideal,H,IF,62.2,54.0,4.34,4.37,2.71,15.681537068587204
0.42,Premium,G,SI1,61.7,58.0,4.8,4.76,2.95,1001.3110671266531
0.33,Ideal,G,IF,61.7,55.0,4.45,4.47,2.75,301.11434388702855
0.33,Premium,H,IF,61.7,59.0,4.45,4.43,2.74,301.11434388702855
0.52,Premium,G,VVS2,61.2,59.0,5.14,5.16,3.15,1831.341325353691
1.07,Ideal,G,IF,61.5,57.0,6.59,6.54,4.04,6079.100961263815
0.43,Premium,G,VVS1,60.9,58.0,4.88,4.91,2.98,1162.3649415572063
0.51,Ideal,E,VS1,60.9,56.0,5.16,5.22,3.16,1784.7620288813173
0.3,Premium,H,VVS2,61.0,61.0,4.32,4.3,2.63,140.56289484114632
0.31,Ideal,E,VS1,61.8,56.0,4.33,4.34,2.68,135.10829224162217
0.4,Ideal,I,VS1,61.2,56.0,4.76,4.82,2.93,897.7456943675252
0.7,Premium,D,SI1,58.8,59.0,5.86,5.84,3.44,3481.4974873780584
1.2,Ideal,J,SI2,62.5,57.0,6.8,6.74,4.23,6986.428430021695
0.33,Premium,H,VS1,61.5,58.0,4.39,4.46,2.72,321.9279035157888
0.74,Good,H,VS2,57.5,57.0,5.94,6.01,3.44,3927.984168627051
0.42,Ideal,F,VVS1,62.0,55.0,4.8,4.84,2.99,970.0907276835142
0.41,Ideal,G,VS1,61.6,57.0,4.77,4.74,2.93,933.9182110255188
0.39,Ideal,F,VS1,62.3,57.0,4.65,4.69,2.91,705.471480493833
1.5,Very Good,H,SI1,62.9,57.0,7.24,7.28,4.57,9278.79038822959
0.33,Ideal,E,VS2,61.5,55.0,4.47,4.5,2.76,321.9279035157888
1.0,Ideal,G,SI2,62.8,57.0,6.37,6.31,3.98,5399.215372268279
1.23,Premium,G,VS2,61.6,58.0,6.91,6.85,4.24,7313.488356097656
0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,3278.3140683053152
0.5,Premium,G,SI1,62.2,60.0,5.07,5.03,3.14,1571.674255378865
0.36,Ideal,E,VVS2,61.9,55.0,4.57,4.61,2.84,513.6996920048109
0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,378.9139798025426
0.72,Ideal,E,SI2,62.3,54.0,5.75,5.78,3.59,3272.85946570579
1.24,Ideal,H,SI2,59.5,61.0,6.98,7.03,4.17,7609.830368115147
0.43,Premium,F,VVS1,60.3,58.0,4.88,4.91,2.95,1224.805620443486
0.9,Premium,I,VS2,61.8,59.0,6.15,6.21,3.82,4725.2868112569395
1.11,Premium,D,I1,61.9,58.0,6.63,6.66,4.11,6348.67238566835
0.52,Very Good,E,VS2,62.3,57.0,5.1,5.17,3.2,1716.866747395513
1.05,Very Good,E,SI1,62.2,56.0,6.49,6.56,4.06,5850.654230732127
0.4,Ideal,D,VVS2,61.3,56.0,4.78,4.75,2.92,887.3389145531464
0.31,Ideal,F,VS2,62.3,57.0,4.34,4.3,2.69,83.07439316972204
0.43,Ideal,F,IF,62.0,56.0,4.87,4.84,3.01,1047.8903635990282
0.54,Ideal,E,VS1,62.0,56.0,5.26,5.23,3.25,1903.6863586696809
0.65,Premium,D,VVS2,59.9,58.0,5.69,5.63,3.39,2978.024729842311
0.71,Good,I,VVS2,63.6,57.0,5.69,5.66,3.61,3059.771692203338
0.31,Good,F,VS2,63.9,56.0,4.29,4.32,2.75,-83.43408386035662
0.51,Very Good,E,VS2,61.3,60.0,5.11,5.16,3.15,1743.1349096237986
0.6,Ideal,H,SI2,61.7,54.0,5.44,5.48,3.37,2401.7045136059023
0.52,Ideal,G,SI1,62.6,56.0,5.16,5.13,3.22,1685.646407952373
1.54,Ideal,J,VS2,61.9,57.0,7.39,7.5,4.6,9694.056730035445
0.3,Ideal,E,VVS2,61.7,55.0,4.31,4.28,2.65,67.71543614048687
0.7,Very Good,E,VS2,61.2,59.0,5.69,5.72,3.49,3231.73477183294
0.9,Ideal,E,VS2,62.1,57.0,6.15,6.18,3.83,4694.066471813799
1.01,Very Good,D,SI1,62.9,59.0,6.39,6.43,4.03,5466.608228369413
1.56,Ideal,F,SI1,61.2,57.0,7.52,7.48,4.59,9922.503460567132
0.31,Ideal,F,SI1,62.3,56.0,4.32,4.35,2.7,83.07439316972204
0.39,Ideal,G,SI1,61.4,55.0,4.7,4.74,2.9,799.1324988232518
1.03,Premium,D,SI2,62.5,54.0,6.5,6.42,4.04,5663.834619457961
0.7,Ideal,E,VS2,61.4,57.0,5.76,5.8,3.55,3210.921212204181
1.05,Premium,I,I1,61.8,56.0,6.53,6.48,4.02,5892.281349989647
0.53,Ideal,F,VS2,61.3,55.0,5.22,5.25,3.21,1898.7341814548263
1.0,Premium,F,VS2,60.7,58.0,6.45,6.36,3.89,5617.757748370255
0.53,Premium,H,SI1,59.4,60.0,5.26,5.24,3.12,2096.4629979280435
1.0,Good,H,SI2,63.9,55.0,6.41,6.34,4.07,5284.7407943101
2.02,Ideal,H,SI2,62.7,57.0,8.05,8.0,5.03,13345.185015465073
1.08,Very Good,G,SI2,63.2,57.0,6.54,6.5,4.12,5979.985340334871
0.77,Ideal,F,SI1,61.5,56.0,5.89,5.95,3.64,3745.1118837983986
0.33,Premium,H,VS2,60.4,60.0,4.52,4.48,2.72,436.4024814739678
0.41,Ideal,F,VS2,60.0,56.0,4.82,4.88,2.91,1100.426688055597
0.3,Ideal,F,VS2,62.1,55.0,4.26,4.31,2.66,26.088316882967774
1.01,Good,E,SI2,61.4,64.0,6.29,6.42,3.9,5622.709925585111
0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6,3386.831618279298
0.55,Very Good,E,SI1,64.2,55.0,5.18,5.2,3.33,1752.536838668837
0.51,Ideal,E,VS1,62.0,57.0,5.11,5.15,3.18,1670.2874509231392
1.0,Very Good,G,VVS2,62.3,58.0,6.39,6.45,4.0,5451.249271340178
0.55,Very Good,E,VVS2,60.8,55.0,5.26,5.33,3.22,2106.3673523577536
2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,13220.806083077185
0.32,Ideal,E,VS2,60.2,57.0,4.51,4.46,2.7,379.4164051872135
0.31,Premium,D,SI1,62.1,58.0,4.33,4.3,2.68,103.88795279848136
0.34,Premium,F,VS2,60.7,60.0,4.5,4.46,2.72,482.981777946341
0.32,Ideal,G,VS1,61.9,55.0,4.43,4.39,2.73,202.50114834275564
0.7,Very Good,I,SI2,58.8,60.0,5.8,5.83,3.42,3481.4974873780584
0.31,Premium,E,VS1,61.9,58.0,4.31,4.32,2.67,124.7015124272416
0.73,Premium,F,SI2,59.5,62.0,5.89,5.84,3.49,3642.048936423941
1.3,Premium,F,VS1,62.5,58.0,6.97,6.94,4.35,7764.4247891768355
0.32,Ideal,G,IF,62.9,55.0,4.41,4.37,2.76,98.43335019895721
2.01,Ideal,H,VS2,63.0,55.0,8.03,7.97,5.04,13236.165040106416
0.5,Ideal,H,SI1,61.9,56.0,5.08,5.13,3.16,1602.8945948220048
0.52,Very Good,G,SI1,63.3,57.0,5.11,5.08,3.22,1612.7989492517145
0.73,Ideal,G,SI1,62.1,54.0,5.81,5.76,3.59,3371.4726612500635
1.0,Premium,H,VS2,59.7,59.0,6.57,6.52,3.91,5721.825546514055
0.53,Ideal,G,VS1,61.5,57.0,5.26,5.21,3.22,1877.920621826066
0.34,Ideal,E,SI1,62.9,56.0,4.48,4.45,2.81,254.03262202998485
0.54,Ideal,H,SI1,61.0,56.0,5.24,5.28,3.21,2007.7541568134793
0.73,Premium,D,VS2,60.9,59.0,5.82,5.77,3.53,3496.354019022622
0.5,Ideal,J,VS2,62.5,53.0,5.09,5.12,3.19,1540.453915935726
0.33,Very Good,G,SI1,63.2,57.0,4.44,4.39,2.79,145.0126466713309
2.09,Good,I,SI1,57.9,63.0,8.37,8.46,4.87,14389.307897963901
0.55,Ideal,E,VS1,61.9,55.0,5.3,5.24,3.25,1991.8927743995746
1.01,Ideal,E,VS2,61.3,57.0,6.49,6.46,3.97,5633.116705399491
1.26,Ideal,G,VVS1,62.1,57.0,7.01,6.91,4.32,7494.853364772298
0.5,Very Good,E,SI1,63.3,59.0,5.03,4.99,3.17,1457.1996774206868
0.4,Premium,F,VS2,62.1,58.0,4.71,4.76,2.94,804.0846760381064
0.61,Ideal,E,VS2,61.4,56.0,5.47,5.51,3.37,2510.7244889645563
0.41,Ideal,F,VVS2,61.7,57.0,4.8,4.73,2.94,923.5114312111391
0.5,Ideal,G,VS2,61.6,55.0,5.11,5.14,3.16,1634.1149342651438
1.11,Premium,E,VS2,62.2,58.0,6.61,6.64,4.12,6317.45204622521
1.22,Ideal,F,VS2,62.6,56.0,6.8,6.78,4.25,7131.6209220383425
0.33,Ideal,F,VS1,61.2,56.0,4.46,4.49,2.74,353.14824295892777
1.51,Good,H,SI1,62.2,61.0,7.25,7.32,4.53,9429.437482845766
0.71,Premium,F,SI1,60.4,58.0,5.8,5.83,3.51,3392.7886462634942
0.23,Ideal,F,VVS2,60.3,57.0,3.99,4.03,2.42,-331.1870978667912
0.6,Premium,E,SI2,62.0,59.0,5.41,5.37,3.34,2370.4841741627633
0.55,Good,I,VVS2,61.0,61.0,5.32,5.36,3.26,2085.5537927289934
0.91,Ideal,F,SI1,60.2,57.0,6.29,6.34,3.8,4969.594924202531
1.2,Very Good,E,SI1,61.8,56.0,6.75,6.82,4.19,7059.2758887223545
0.54,Ideal,H,SI2,61.2,56.0,5.27,5.24,3.21,1986.940597184719
1.09,Good,F,SI1,61.0,64.0,6.58,6.63,4.03,6286.734132166741
0.49,Premium,H,SI2,59.9,59.0,5.17,5.12,3.08,1733.2305551940885
0.35,Ideal,G,VVS1,61.7,55.0,4.54,4.57,2.81,456.7136157180562
1.28,Premium,G,VVS2,62.1,58.0,6.96,6.91,4.31,7650.452636603326
0.39,Ideal,I,IF,62.3,54.0,4.69,4.71,2.93,705.471480493833
1.02,Good,H,SI2,63.7,58.0,6.28,6.24,3.99,5461.153625769887
1.01,Good,E,SI2,63.7,58.0,6.32,6.36,4.04,5383.353989854373
1.0,Good,E,SI1,63.2,57.0,6.36,6.39,4.03,5357.588253010759
1.19,Premium,H,VS1,62.4,59.0,6.79,6.73,4.22,6919.035573920562
1.54,Premium,H,VS2,62.1,62.0,7.38,7.31,4.56,9673.243170406686
0.57,Ideal,G,VVS2,61.7,56.0,5.3,5.33,3.28,2168.305605859361
0.91,Ideal,G,SI1,62.1,57.0,6.2,6.23,3.86,4771.866107729313
2.31,Premium,I,SI2,58.8,58.0,8.7,8.64,5.1,16007.238869775789
0.6,Very Good,G,SI1,63.5,59.9,5.28,5.3,3.36,2214.382476947065
0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,275.3486070434142
1.0,Premium,E,VS2,62.9,58.0,6.36,6.29,3.98,5388.808592453899
0.42,Ideal,E,VS2,62.1,56.0,4.8,4.77,2.97,959.6839478691336
0.23,Ideal,G,IF,62.8,55.0,3.93,3.96,2.48,-591.3565932262882
0.23,Good,D,VVS2,61.8,65.0,3.9,3.93,2.42,-487.28879508248883
0.5,Ideal,G,SI1,61.7,57.0,5.06,5.08,3.13,1623.7081544507641
1.02,Good,H,SI2,58.6,64.0,6.32,6.26,3.68,5991.899396303262
0.7,Premium,D,VS1,61.2,60.0,5.69,5.71,3.49,3231.73477183294
1.23,Very Good,G,SI2,60.8,59.0,6.88,6.97,4.21,7396.742594612696
0.3,Very Good,G,SI1,61.6,59.0,4.26,4.28,2.63,78.12221595486653
1.53,Very Good,H,SI1,63.4,55.0,7.3,7.34,4.64,9460.155396904236
0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77,238.67366500074968
0.57,Ideal,D,VS1,61.1,57.0,5.33,5.37,3.27,2230.746284745641
0.42,Ideal,D,SI1,62.3,57.0,4.8,4.77,2.98,938.8703882403743
0.41,Ideal,G,SI1,62.2,56.0,4.77,4.75,2.96,871.4775321392399
2.01,Very Good,I,VS2,63.8,59.0,7.89,7.85,5.02,13152.910801591377
0.31,Ideal,G,VVS2,61.8,54.0,4.36,4.38,2.7,135.10829224162217
1.0,Fair,I,SI1,67.9,62.0,6.19,6.03,4.15,4868.469601734904
0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68,207.9557509422807
0.76,Good,J,VS1,62.6,61.9,5.7,5.75,3.58,3552.8376699247056
0.41,Good,E,SI2,63.5,55.0,4.69,4.73,2.99,736.1893945523016
1.12,Premium,G,SI1,59.8,58.0,6.79,6.76,4.05,6645.014397685843
1.08,Very Good,F,SI2,63.3,59.0,6.48,6.44,4.09,5969.578560520491
0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51,3361.5683068203534
0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,3158.8873131322816
0.9,Premium,J,VVS2,62.5,61.0,6.15,6.08,3.82,4652.43935255628
0.33,Good,F,VS2,63.2,56.0,4.39,4.41,2.78,145.0126466713309
2.45,Ideal,F,SI2,62.0,55.0,8.67,8.64,5.36,16763.416818532827
0.65,Ideal,G,VS1,60.6,60.0,5.58,5.61,3.39,2905.1772711416515
1.0,Very Good,D,SI2,63.7,55.0,6.32,6.37,4.04,5305.554353938859
1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,5523.594304656167
1.01,Ideal,F,SI2,60.8,55.0,6.52,6.48,3.95,5685.150604471391
0.8,Good,G,SI1,63.9,57.0,5.84,5.81,3.72,3728.7480759998234
0.42,Ideal,E,VS2,62.0,55.0,4.82,4.8,2.98,970.0907276835142
0.44,Premium,F,SI2,62.8,60.0,4.86,4.82,3.04,1042.4357609995031
0.76,Ideal,E,VS1,60.5,56.0,5.94,5.99,3.61,3771.380046026683
0.3,Very Good,D,VS1,63.5,55.0,4.24,4.29,2.71,-119.60660051835112
0.75,Premium,E,VS2,59.9,61.0,5.97,5.91,3.56,3756.0210889974487
0.31,Ideal,F,VS2,61.6,56.0,4.39,4.35,2.69,155.92185187038058
1.47,Premium,I,SI2,61.6,59.0,7.29,7.32,4.5,9180.679618069988
1.12,Premium,I,VS1,59.6,58.0,6.82,6.77,4.05,6665.827957314602
0.3,Ideal,G,VS1,62.3,56.0,4.32,4.29,2.68,5.274757254208453
0.23,Very Good,H,IF,63.9,55.0,3.89,3.9,2.49,-705.8311711844672
0.71,Very Good,H,SI1,63.1,56.0,5.62,5.69,3.57,3111.805591275237
1.01,Premium,G,SI2,61.1,58.0,6.39,6.37,3.9,5653.930265028251
0.26,Good,E,IF,59.6,61.0,4.13,4.16,2.47,-24.94073141959052
1.23,Premium,G,VVS2,59.6,59.0,6.98,6.95,4.15,7521.623952385254
0.75,Very Good,E,SI1,63.4,57.0,5.77,5.75,3.65,3391.7837954941533
1.11,Ideal,G,VS2,62.2,55.0,6.67,6.61,4.13,6317.45204622521
0.55,Very Good,J,VS2,62.9,54.0,5.23,5.29,3.31,1887.8249762557762
0.91,Premium,G,VS1,62.2,58.0,6.22,6.12,3.85,4761.459327914933
1.02,Very Good,H,SI2,63.5,58.0,6.34,6.38,4.04,5481.967185398647
2.2,Very Good,H,SI2,63.3,57.0,8.28,8.17,5.21,14683.137783058044
0.33,Ideal,E,SI1,59.6,57.0,4.49,4.53,2.69,519.656719989006
0.3,Premium,D,SI1,62.5,59.0,4.26,4.22,2.65,-15.538802374550869
1.0,Fair,H,SI2,69.5,55.0,6.17,6.1,4.26,4701.961124704827
1.0,Fair,G,SI2,68.3,54.0,6.21,6.12,4.2,4826.842482477386
0.64,Ideal,D,VVS1,61.8,54.0,5.54,5.56,3.43,2702.4962774535798
1.05,Very Good,E,SI2,62.2,59.0,6.44,6.51,4.03,5850.654230732127
1.53,Premium,H,VS2,62.7,56.0,7.39,7.31,4.61,9533.002855604893
0.42,Ideal,E,VS2,60.9,57.0,4.85,4.87,2.96,1084.5653056416922
0.59,Very Good,G,SI1,59.3,58.0,5.45,5.51,3.25,2573.6675932355056
0.42,Very Good,I,SI1,61.2,60.0,4.78,4.82,2.94,1053.3449661985524
1.01,Good,I,SI2,62.6,59.0,6.24,6.35,3.94,5497.828567812552
0.34,Ideal,E,VS1,62.1,56.0,4.48,4.5,2.79,337.28686054502305
0.3,Premium,E,VS2,60.7,59.0,4.3,4.33,2.62,171.7832342842853
0.31,Ideal,H,VVS1,62.2,56.0,4.34,4.37,2.71,93.4811729841017
0.74,Ideal,G,VS2,61.3,55.0,5.82,5.89,3.59,3532.5265356806167
1.0,Premium,F,SI2,60.2,62.0,6.53,6.45,3.91,5669.791647442155
0.91,Very Good,H,SI1,62.7,56.0,6.14,6.18,3.86,4709.425428843034
0.4,Ideal,H,IF,61.9,55.0,4.76,4.77,2.95,824.8982356668666
0.6,Very Good,D,VS2,63.1,54.0,5.41,5.33,3.39,2256.0095962045843
0.82,Ideal,E,SI2,62.6,55.0,5.94,5.98,3.73,4019.635485417788
1.0,Premium,E,VS1,61.4,58.0,6.44,6.42,3.95,5544.910289669597
0.3,Very Good,G,VVS1,63.4,56.0,4.31,4.27,2.72,-109.19982070397054
0.72,Premium,E,SI1,59.5,59.0,5.87,5.83,3.48,3564.249300508427
0.72,Premium,J,SI1,62.0,58.0,5.74,5.77,3.57,3304.07980514893
1.0,Ideal,I,SI1,59.8,57.0,6.44,6.5,3.87,5711.418766699675
1.57,Very Good,H,VS1,62.8,60.0,7.36,7.44,4.65,9833.794619452568
0.32,Ideal,D,VS2,61.9,55.0,4.44,4.41,2.74,202.50114834275564
0.71,Ideal,F,SI2,61.4,55.0,5.76,5.78,3.54,3288.720848119695
0.31,Very Good,H,VS1,61.4,61.0,4.33,4.36,2.67,176.7354114991408
0.7,Ideal,H,SI2,62.1,55.0,5.69,5.72,3.54,3138.0737535035214
1.29,Very Good,J,SI2,63.5,57.0,6.89,6.87,4.37,7582.557355117521
0.32,Ideal,F,VS2,62.3,56.0,4.4,4.37,2.73,160.8740290852361
0.32,Premium,G,VS1,62.8,59.0,4.37,4.33,2.73,108.84013001333687
1.21,Very Good,G,SI2,62.8,60.0,6.7,6.77,4.23,7033.00772649407
1.01,Premium,F,VS2,60.4,59.0,6.52,6.46,3.92,5726.77772372891
0.3,Premium,E,VS2,59.2,59.0,4.37,4.41,2.6,327.88493149998385
0.83,Ideal,H,SI2,62.3,54.0,6.04,6.07,3.77,4128.655460776442
0.34,Ideal,G,VS2,62.1,55.0,4.46,4.49,2.78,337.28686054502305
0.89,Very Good,I,VS2,63.1,55.0,6.09,6.17,3.87,4512.199037754486
0.31,Ideal,F,VVS2,61.7,55.0,4.33,4.36,2.68,145.51507205600092
1.53,Premium,J,VS1,60.1,59.0,7.51,7.47,4.5,9803.57913077877
0.7,Premium,F,VS2,59.4,61.0,5.83,5.79,3.45,3419.0568084917786
0.81,Ideal,I,VS2,62.4,54.8,5.98,6.01,3.75,3962.649409131035
0.9,Premium,J,SI1,62.8,59.0,6.13,6.03,3.82,4621.21901311314
1.24,Very Good,J,SI2,63.3,60.0,6.83,6.75,4.29,7214.372735168712
0.72,Premium,H,SI1,62.7,59.0,5.73,5.69,3.58,3231.2323464482706
0.35,Premium,H,SI2,62.0,58.0,4.47,4.5,2.78,425.4932762749172
1.07,Ideal,J,VS2,61.6,56.0,6.59,6.55,4.04,6068.694181449435
1.19,Very Good,H,SI1,60.8,59.0,6.84,6.87,4.17,7085.54405095064
1.0,Very Good,D,SI2,63.5,59.0,6.35,6.32,4.02,5326.367913567619
0.43,Premium,F,SI1,61.3,60.0,4.86,4.83,2.97,1120.7378222996877
0.57,Ideal,H,VS1,61.0,57.0,5.37,5.34,3.26,2241.1530645600205
0.8,Ideal,I,VS1,61.9,54.1,5.92,5.98,3.69,3936.883672287421
0.36,Premium,F,SI1,60.2,58.0,4.6,4.63,2.78,690.6149488492688
0.9,Premium,F,SI2,60.5,57.0,6.23,6.2,3.76,4860.574948843877
1.0,Good,F,SI2,63.4,60.0,6.28,6.33,4.0,5336.774693382
1.5,Premium,H,SI2,62.1,59.0,7.28,7.24,4.51,9362.04462674463
1.03,Good,E,VS1,63.3,59.0,6.4,6.45,4.07,5580.580380942922
0.55,Premium,G,VS2,59.6,59.0,5.36,5.32,3.18,2231.2487101303113
0.96,Ideal,F,I1,60.7,55.0,6.41,6.37,3.88,5306.5592047082
0.4,Ideal,E,VVS2,61.6,56.0,4.73,4.78,2.93,856.1185751100056
1.07,Ideal,G,SI1,60.2,57.0,6.7,6.59,4.0,6214.389098850754
0.39,Very Good,E,VS2,60.0,56.0,4.76,4.81,2.87,944.8274162245698
0.32,Very Good,G,SI2,62.4,59.0,4.35,4.4,2.73,150.46724927085643
0.33,Premium,H,VS1,62.1,59.0,4.43,4.46,2.76,259.487224629509
0.8,Ideal,F,SI1,62.4,57.0,5.9,5.87,3.67,3884.849773215522
1.18,Very Good,H,SI1,60.1,59.0,6.83,6.88,4.11,7080.591873735783
1.1,Ideal,G,VS1,62.0,58.0,6.59,6.64,4.1,6260.465969938457
2.11,Ideal,J,VS1,61.8,56.2,8.2,8.23,5.07,14139.042757034114
1.07,Very Good,G,SI2,62.9,59.0,6.51,6.58,4.12,5933.406043862497
0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,197.54897112790013
0.32,Ideal,D,SI2,59.5,57.0,4.47,4.5,2.67,452.26386388787296
0.9,Premium,F,SI2,62.3,57.0,6.18,6.15,3.84,4673.252912185039
1.22,Premium,G,SI1,61.2,60.0,6.82,6.75,4.15,7277.3158394396605
1.02,Premium,H,SI1,59.2,58.0,6.6,6.57,3.9,5929.458717416982
1.0,Premium,I,VS2,61.6,59.0,6.47,6.39,3.96,5524.0967300408365
1.35,Good,I,SI2,57.9,60.0,7.33,7.29,4.23,8632.13484021588
0.33,Premium,E,SI1,59.6,60.0,4.51,4.48,2.68,519.656719989006
1.1,Premium,H,SI1,63.0,58.0,6.6,6.55,4.14,6156.398171794658
0.23,Very Good,F,VVS2,59.6,57.0,3.98,4.0,2.38,-258.33963916613266
1.2,Ideal,E,SI2,62.5,55.0,6.77,6.84,4.25,6986.428430021695
1.01,Ideal,F,VS1,62.5,54.0,6.46,6.43,4.03,5508.235347626933
1.2,Very Good,H,SI2,62.1,59.0,6.75,6.8,4.21,7028.055549279214
0.31,Premium,F,VS2,59.0,59.0,4.44,4.47,2.63,426.4981270442581
0.36,Ideal,E,VS1,61.4,56.0,4.59,4.63,2.83,565.7335910767101
1.21,Very Good,J,VS1,59.3,57.0,6.98,7.04,4.16,7397.2450199973655
0.31,Good,D,SI2,63.6,54.0,4.34,4.31,2.75,-52.21374441721673
2.02,Ideal,H,SI1,62.0,56.0,8.06,8.13,5.02,13418.032474165731
0.31,Ideal,H,SI2,61.3,55.0,4.35,4.38,2.67,187.14219131352138
0.71,Ideal,I,SI1,62.0,54.0,5.72,5.75,3.55,3226.280169233416
2.08,Very Good,H,SI2,63.4,59.0,8.06,8.0,5.09,13739.135372257495
0.36,Ideal,F,SI1,60.1,56.0,4.67,4.62,2.79,701.0217286636484
0.27,Ideal,I,VS1,61.9,55.0,4.16,4.18,2.58,-186.49703123481413
1.5,Very Good,F,VVS2,63.8,59.0,7.17,7.25,4.6,9185.129369900173
0.31,Ideal,I,VS2,61.6,57.0,4.36,4.4,2.7,155.92185187038058
1.22,Premium,J,SI2,62.2,60.0,6.89,6.77,4.25,7173.248041295862
2.01,Ideal,J,SI1,62.1,56.0,8.08,8.03,5.0,13329.826058435834
0.9,Ideal,F,VS2,60.5,54.0,6.22,6.17,3.75,4860.574948843877
1.21,Premium,E,SI2,61.9,60.0,6.78,6.73,4.18,7126.668744823489
0.9,Very Good,D,SI2,60.3,63.0,6.22,6.12,3.72,4881.388508472637
1.55,Ideal,G,SI2,60.7,55.0,7.54,7.51,4.57,9896.737723723516
0.73,Premium,J,SI1,58.2,59.0,5.99,5.91,3.46,3777.3370740108785
0.31,Ideal,G,IF,61.8,54.0,4.36,4.38,2.7,135.10829224162217
0.2,Premium,E,VS2,61.1,59.0,3.81,3.78,2.32,-647.8402441283715
0.71,Ideal,H,SI1,62.7,55.0,5.66,5.7,3.56,3153.4327105327566
